Documents that were already restored,Các tài liệu đã được khôi phục,
Domain Name,Tên miền,
Domains HTML,HTML Tên miền,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Không mã hóa HTML các thẻ HTML như &lt;script&gt; hoặc chỉ các ký tự như &lt; hoặc &gt;, vì chúng có thể được sử dụng một cách có chủ ý trong trường này",
Don't Import,Không nhập,
Don't Override Status,Không ghi đè Trạng thái,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Không mã hóa các thẻ HTML như &lt;script&gt; hoặc chỉ các ký tự như &lt; hoặc &gt;, vì chúng có thể được sử dụng có chủ ý trong trường này",
Don't have an account?,Bạn chưa có tài khoản?,
Donut,Bánh rán,
Double click to edit label,Nhấp đúp để chỉnh sửa nhãn,
Download Data,Tải Dữ Liệu,
Download Files Backup,Tải xuống tập tin sao lưu,
Download Link,Đường dẫn tải xuống,
Download Report,Tải xuống Báo cáo,
Download Your Data,Tải Dữ Liệu Của Bạn Xuống,
Download vCard,Tải xuống vCard,
Download vCards,Tải xuống vCard,
Drag,Kéo,
Drag & Drop a section here from another tab,Kéo & Thả một phần từ tab khác vào đây,
Drag and drop files here or upload from,Kéo và thả tập tin vào đây hoặc tải lên từ,
Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,Kéo các cột để thiết lập thứ tự. Chiều rộng cột được đặt theo tỷ lệ phần trăm. Tổng chiều rộng không được lớn hơn 100. Các cột được đánh dấu màu đỏ sẽ bị xóa.,
Drag elements from the sidebar to add. Drag them back to trash.,Kéo các phần tử từ thanh bên để thêm. Kéo chúng trở lại thùng rác.,
Drag to add state,Kéo để thêm trạng thái,
Drop files here,Thả tập tin vào đây,
Dropbox Access Token,Mã thông báo truy cập Dropbox,
Dropbox Refresh Token,Dropbox Refresh Token,
Dropbox Settings,Cài đặt Dropbox,
Dropbox Setup,Thiết lập Dropbox,
Dropdowns,Danh sách thả xuống,
Duplicate Entry,Mục nhập trùng lặp,
Duplicate Filter Name,Tên bộ lọc trùng lặp,
Duplicate Name,Tên trùng lặp,
Duplicate Workspace,Trùng lặp không gian làm việc,
Duplicate current row,Trùng lặp dòng hiện tại,
Duplicate field,Trường trùng lặp,
Duplicate of {0} named as {1} is created successfully,Bản sao của {0} được đặt tên là {1} đã được tạo thành công,
Dynamic Filters,Bộ lọc động,
Dynamic Filters JSON,JSON Bộ lọc Động,
Dynamic Filters Section,Phần Bộ lọc Động,
Dynamic Link,Liên kết động,
Dynamic Report Filters,Bộ lọc Báo cáo Động,
Dynamic Route,Định tuyến động,
Dynamic Template,Mẫu động,
ESC,ESC,
"Each document created in ERPNext can have a unique ID generated for it, using a prefix defined for it. Though each document has some prefix pre-configured, you can further customize it using tools like Naming Series Tool and Document Naming Rule.
","Mỗi tài liệu được tạo trong ERPNext có thể có một ID duy nhất được tạo cho nó, sử dụng tiền tố được xác định cho nó. Mặc dù mỗi tài liệu có một số tiền tố được định cấu hình sẵn, bạn có thể tùy chỉnh thêm bằng các công cụ như Công cụ Đặt tên Chuỗi và Quy tắc Đặt tên Tài liệu.",
Edit Auto Email Report Settings,Chỉnh sửa cài đặt báo cáo Email tự động,
Edit Custom HTML,Sửa HTML Tùy chỉnh,
Edit DocType,Sửa DocType,
Edit Existing,Chỉnh Sửa Hiện Tại,
Edit Filters,Sửa Bộ lọc,
Edit Footer,Chỉnh sửa Footer,
Edit Format,Chỉnh Sửa Định Dạng,
Edit HTML,Chỉnh sửa HTML,
Edit Header,Sửa Tiêu Đề,
Edit Heading,Sửa tiêu đề,
Edit Letter Head,Chỉnh sửa Tiêu đề Thư,
Edit Letter Head Footer,Sửa Chữ đầu trang Chân trang,
Edit Print Format,Sửa Định Dạng In,
Edit Profile,Sửa Hồ Sơ,
Edit Properties,Sửa Thuộc tính,
Edit Values,Sửa Giá Trị,
Edit Workspace,Chỉnh sửa không gian làm việc,
Edit mode,Chế độ chỉnh sửa,
Edit to add content,Chỉnh sửa để thêm nội dung,
Edit your response,Chỉnh sửa phản hồi của bạn,
Edit your workflow visually using the Workflow Builder.,Chỉnh sửa quy trình làm việc của bạn bằng hình ảnh bằng cách sử dụng Trình tạo quy trình làm việc.,
Edit {0},Chỉnh sửa {0},
Editable Grid,Lưới có thể chỉnh sửa,
Editing Row,Sửa hàng,
Editing {0},Đang chỉnh sửa {0},
Eg. smsgateway.com/api/send_sms.cgi,Ví dụ: smsgateway.com/api/send_sms.cgi,
Either key or IP flag is required.,Yêu cầu phải có key hoặc flag IP.,
Element Selector,Bộ chọn phần tử,
Email Account Disabled.,Tài khoản Email đã bị vô hiệu hóa.,
Email Account Name,Tên tài khoản Email,
Email Account added multiple times,Tài khoản Email được thêm nhiều lần,
Email Account not setup. Please create a new Email Account from Settings > Email Account,Chưa thiết lập Tài khoản Email. Vui lòng tạo Tài khoản Email mới từ Cài đặt > Tài khoản Email,
Email Address whose Google Contacts are to be synced.,Địa chỉ Email có Danh bạ Google sẽ được đồng bộ hóa.,
Email Addresses,Địa chỉ email,
Email Flag Queue,Hàng đợi gắn cờ email,
Email Footer Address,Địa chỉ chân trang Email,
Email Group Member,Thành viên nhóm email,
Email ID,ID Email,
Email IDs,ID Email,
Email Inbox,Hộp thư đến Email,
Email Queue,Hàng đợi Email,
Email Queue Recipient,Người nhận trong hàng đợi email,
Email Queue flushing aborted due to too many failures.,Đã hủy bỏ làm mới Hàng đợi Email do có quá nhiều lỗi.,
Email Queue records.,Hàng đợi Email.,
Email Reply Help,Trợ giúp về trả lời email,
Email Retry Limit,Giới hạn số lần thử lại email,
Email Rule,Quy tắc Email,
Email Sent At,Email Đã Gửi Lúc,
Email Signature,Chữ ký Email,
Email Status,Trạng thái Email,
Email Sync Option,Tùy chọn Đồng bộ hóa Email,
Email Threads on Assigned Document,Luồng Email trên Tài liệu được Giao,
Email To,Gửi email đến,
Email Unsubscribe,Hủy đăng ký Email,
Email has been marked as spam,Email đã được đánh dấu là thư rác,
Email has been moved to trash,Email đã được chuyển vào thùng rác,
Email not verified with {0},Email chưa được xác minh với {0},
Email queue is currently suspended. Resume to automatically send emails.,Hàng đợi email hiện đang tạm ngưng. Tiếp tục để tự động gửi email.,
Emails,Email,
Emails are muted,Email đã tắt tiếng,
Emails will be sent with next possible workflow actions,Email sẽ được gửi kèm theo các hành động workflow khả thi tiếp theo,
Embed code copied,Đã sao chép mã nhúng,
Empty column,Cột trống,
Enable,Bật,
Enable Allow Auto Repeat for the doctype {0} in Customize Form,Bật Cho phép Tự động Lặp lại cho loại tài liệu {0} trong Tùy chỉnh Biểu mẫu,
Enable Auto Reply,Bật Tự động Trả lời,
Enable Automatic Backup,Bật Tự Động Sao Lưu,
Enable Automatic Linking in Documents,Bật Liên kết Tự động trong Tài liệu,
Enable Comments,Bật bình luận,
Enable Email Notification,Bật Thông báo Email,
Enable Email Notifications,Bật Thông Báo Email,
Enable Google API in Google Settings.,Bật Google API trong phần Cài đặt Google.,
Enable Google indexing,Cho phép lập chỉ mục của Google,
Enable Incoming,Bật Incoming,
Enable Onboarding,Bật Hướng dẫn sử dụng,
Enable Outgoing,Bật Outgoing,
Enable Password Policy,Kích hoạt Chính sách Mật khẩu,
Enable Prepared Report,Kích hoạt Báo cáo Đã chuẩn bị,
Enable Print Server,Kích hoạt máy chủ in,
Enable Push Notification Relay,Kích hoạt Chuyển tiếp Thông báo Đẩy,
Enable Rate Limit,Bật Giới Hạn Tốc Độ,
Enable Raw Printing,Cho phép in thô,
Enable Report,Bật Báo Cáo,
Enable Scheduled Jobs,Bật các công việc theo lịch trình,
Enable Scheduler,Kích hoạt Bộ lập lịch,
Enable Security,Kích hoạt bảo mật,
Enable Social Login,Kích hoạt Đăng nhập bằng Mạng xã hội,
Enable Social Sharing,Bật Chia Sẻ Mạng Xã Hội,
Enable Tracking Page Views,Bật Theo Dõi Lượt Xem Trang,
Enable Two Factor Auth,Bật xác thực hai yếu tố,
Enable Website Tracking,Bật Theo Dõi Trang Web,
Enable developer mode to create a standard Print Template,Bật chế độ nhà phát triển để tạo Mẫu In chuẩn,
Enable developer mode to create a standard Web Template,Bật chế độ nhà phát triển để tạo Web Template chuẩn,
Enable email notification for any comment or likes received on your Blog Post.,Bật thông báo email cho bất kỳ bình luận hoặc lượt thích nào nhận được trên Bài đăng trên Blog của bạn.,
"Enable if on click
opens modal.","Bật nếu khi nhấp chuột
mở cửa sổ bật lên.",
Enable in-app website tracking,Bật theo dõi trang web trong ứng dụng,
Enabled Scheduler,Đã kích hoạt Bộ lập lịch,
Enabled email inbox for user {0},Đã kích hoạt hộp thư đến email cho người dùng {0},
Enabled scheduled execution for script {0},Đã bật thực thi theo lịch trình cho tập lệnh {0},
Enables Calendar and Gantt views.,Cho phép xem Lịch và Gantt.,
Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,Việc bật tự động trả lời trên một tài khoản email đến sẽ gửi các trả lời tự động đến tất cả các email đã đồng bộ hóa. Bạn có muốn tiếp tục không?,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Bật tùy chọn này sẽ đăng ký trang web của bạn trên một máy chủ chuyển tiếp trung tâm để gửi thông báo đẩy cho tất cả các ứng dụng đã cài đặt thông qua Firebase Cloud Messaging. Máy chủ này chỉ lưu trữ mã thông báo người dùng và nhật ký lỗi, không lưu bất kỳ tin nhắn nào.",
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved. ","Việc bật tính năng này sẽ đăng ký trang web của bạn trên một máy chủ chuyển tiếp trung tâm để gửi thông báo đẩy cho tất cả các ứng dụng đã cài đặt thông qua Firebase Cloud Messaging. Máy chủ này chỉ lưu trữ mã thông báo người dùng và nhật ký lỗi, không lưu bất kỳ tin nhắn nào.",
Enabling this will submit documents in background,Việc bật tùy chọn này sẽ gửi tài liệu ở chế độ nền,
Encrypt Backups,Mã hóa bản sao lưu,
Encryption key is in invalid format!,Khóa mã hóa ở định dạng không hợp lệ!,
Encryption key is invalid! Please check site_config.json,Khóa mã hóa không hợp lệ! Vui lòng kiểm tra site_config.json,
End Date Field,Trường Ngày Kết thúc,
End Date cannot be before Start Date!,Ngày kết thúc không thể trước ngày bắt đầu!,
Ended At,Kết thúc lúc,
Endpoint URL,URL Điểm cuối,
Endpoints,Điểm cuối,
Ends on,Kết thúc vào,
Energy Point,Điểm năng lượng,
Energy Point Log,Nhật ký Điểm Năng lượng,
Energy Point Rule,Quy tắc điểm năng lượng,
Energy Point Settings,Cài đặt Điểm Năng lượng,
Energy Point Update on {0},Cập nhật Điểm Năng lượng vào {0},
Energy Points,Điểm Năng Lượng,
Enqueued By,Được đưa vào hàng đợi bởi,
Enqueued creation of indexes,Đã xếp hàng tạo chỉ mục,
Ensure the user and group search paths are correct.,Đảm bảo đường dẫn tìm kiếm người dùng và nhóm là chính xác.,
Enter Client Id and Client Secret in Google Settings.,Nhập Client ID và Client Secret trong phần Cài đặt Google.,
Enter Code displayed in OTP App.,Nhập Mã hiển thị trong Ứng dụng OTP.,
Enter Email Recipient(s),Nhập(các) Người nhận Email,
Enter Form Type,Nhập Loại Biểu Mẫu,
Enter a name for this {0},Nhập tên cho {0} này,
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Nhập các trường giá trị mặc định (khóa) và giá trị. Nếu bạn thêm nhiều giá trị cho một trường, giá trị đầu tiên sẽ được chọn. Các giá trị mặc định này cũng được sử dụng để đặt các quy tắc cấp quyền ""khớp"". Để xem danh sách các trường, hãy chuyển đến ""Tùy chỉnh biểu mẫu"".",
Enter folder name,Nhập tên thư mục,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Nhập các tham số URL tĩnh ở đây (Ví dụ: sender=ERPNext, username=ERPNext, password=1234, v.v.)",
Enter url parameter for message,Nhập tham số url cho tin nhắn,
Enter url parameter for receiver nos,Nhập tham số url cho số người nhận,
Enter your password,Nhập mật khẩu của bạn,
Entity Name,Tên thực thể,
Equals,Bằng,
Error Code: {0},Mã lỗi: {0},
Error Logs,Nhật ký Lỗi,
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","Lỗi khi kết nối với Ứng dụng QZ Tray...<br><br>Bạn cần cài đặt và chạy ứng dụng QZ Tray để sử dụng tính năng In thô.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Nhấn vào đây để Tải xuống và cài đặt QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Nhấn vào đây để tìm hiểu thêm về In thô</a>.",
Error connecting via IMAP/POP3: {e},Lỗi kết nối qua IMAP/POP3: {e},
Error connecting via SMTP: {e},Lỗi khi kết nối qua SMTP: {e},
Error has occurred in {0},Đã xảy ra lỗi trong {0},
Error in Client Script,Lỗi trong Client Script,
Error in Client Script.,Lỗi trong Script Client.,
Error in Header/Footer Script,Lỗi trong tập lệnh Tiêu đề/Chân trang,
Error in Notification,Lỗi trong Thông báo,
Error in print format on line {0}: {1},Lỗi trong định dạng in ở dòng {0}: {1},
Error while connecting to email account {0},Lỗi khi kết nối tới tài khoản email {0},
Error while evaluating Notification {0}. Please fix your template.,Lỗi khi đánh giá Thông báo {0}. Vui lòng sửa mẫu của bạn.,
Error: Document has been modified after you have opened it,Lỗi: Tài liệu đã bị thay đổi sau khi bạn mở nó,
Error: Value missing for {0}: {1},Lỗi: Thiếu giá trị cho {0}: {1},
Errors,Lỗi,
Event Category,Loại Sự Kiện,
Event Frequency,Tần suất sự kiện,
Event Participants,Người tham gia sự kiện,
Event Reminders,Lời nhắc sự kiện,
Event Synced with Google Calendar.,Sự kiện đã được đồng bộ hóa với Lịch Google.,
Event Type,Loại Sự Kiện,
Events,Sự kiện,
Events in Today's Calendar,Các sự kiện trong Lịch hôm nay,
"Every form in ERPNext has a standard set of fields. If you need to capture some information, but there is no standard Field available for it, you can insert Custom Field for it.

Once custom fields are added, you can use them for reports and analytics charts as well.
","Mỗi biểu mẫu trong ERPNext đều có một tập hợp các trường tiêu chuẩn. Nếu bạn cần thu thập một số thông tin, nhưng không có Trường tiêu chuẩn nào khả dụng cho thông tin đó, bạn có thể chèn Trường tùy chỉnh cho nó.

Sau khi thêm các trường tùy chỉnh, bạn cũng có thể sử dụng chúng cho các báo cáo và biểu đồ phân tích.",
Everyone,Mọi người,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Ví dụ: ""colors"": [""#d1d8dd"", ""#ff5858""]",
Exact Copies,Bản sao chính xác,
Example,Ví dụ,
"Example: ""/desk""","Ví dụ: ""/desk""",
Example: #Tree/Account,Ví dụ: #Cây/Tài khoản,
Example: 00001,Ví dụ: 00001,
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,Ví dụ: Đặt giá trị này thành 24:00 sẽ đăng xuất người dùng nếu họ không hoạt động trong 24:00 giờ.,
Example: {{ subject }},Ví dụ: {{ subject }},
Excel,Excel,
Excellent,Tuyệt vời,
Exception,Ngoại lệ,
Execute,Thực thi,
Execute Console script,Chạy script điều khiển,
Executing...,Đang thực thi...,
Execution Time: {0} sec,Thời gian thực hiện: {0} giây,
Executive,Điều hành,
Expand,Mở rộng,
Expert,Chuyên gia,
Expiration time,Thời gian hết hạn,
Expire Notification On,Thông Báo Hết Hạn Vào Ngày,
Expires In,Hết hạn sau,
Expiry time of QR Code Image Page,Thời gian hết hạn của Trang Hình ảnh Mã QR,
Export,Xuất,
Export 1 record,Xuất 1 bản ghi,
Export Custom Permissions,Xuất Quyền Tùy Chỉnh,
Export Customizations,Xuất tùy chỉnh,
Export From,Xuất từ,
Export Report: {0},Xuất Báo Cáo: {0},
Export Type,Loại xuất,
Export all matching rows?,Xuất tất cả các hàng phù hợp?,
Export all {0} rows?,Xuất tất cả {0} hàng?,
Export as zip,Xuất dưới dạng zip,
Export not allowed. You need {0} role to export.,Không được phép xuất. Bạn cần vai trò {0} để xuất.,
Export the data without any header notes and column descriptions,Xuất dữ liệu mà không có bất kỳ ghi chú tiêu đề và mô tả cột nào,
Export without main header,Xuất mà không có tiêu đề chính,
Export {0} records,Xuất {0} bản ghi,
Exported permissions will be force-synced on every migrate overriding any other customization.,"Các quyền đã xuất sẽ được đồng bộ hóa bắt buộc trên mọi lần di chuyển, ghi đè mọi tùy chỉnh khác.",
Expose Recipients,Hiển thị người nhận,
Expression,Biểu thức,
Expression (old style),Biểu thức (kiểu cũ),
"Expression, Optional","Biểu thức, Tùy chọn",
Extra Parameters,Tham số bổ sung,
Facebook,Facebook,
Fail,Thất bại,
Failed Emails,Email thất bại,
Failed Job Count,Số lượng Công việc Thất bại,
Failed Jobs,Công việc thất bại,
Failed Logins (Last 30 days),Đăng nhập thất bại (30 ngày gần nhất),
Failed Transactions,Giao dịch thất bại,
Failed to aquire lock: {}. Lock may be held by another process.,Không thể lấy được khóa: {}. Khóa có thể đang được giữ bởi một tiến trình khác.,
Failed to change password.,Đổi mật khẩu không thành công.,
Failed to complete setup,Không thể hoàn thành cài đặt,
Failed to compute request body: {},Không tính toán được nội dung yêu cầu: {},
Failed to connect to server,Không thể kết nối đến máy chủ,
"Failed to decode token, please provide a valid base64-encoded token.","Giải mã mã thông báo không thành công, vui lòng cung cấp mã thông báo được mã hóa base64 hợp lệ.",
Failed to decrypt key {0},Không thể giải mã khóa {0},
Failed to delete {0} documents: {1},Không thể xóa {0} tài liệu: {1},
Failed to enable scheduler: {0},Không thể kích hoạt bộ lập lịch: {0},
Failed to evaluate conditions: {},Không đánh giá được điều kiện: {},
Failed to export python type hints,Xuất các gợi ý về kiểu python không thành công,
Failed to generate names from the series,Không tạo được tên từ chuỗi,
Failed to generate preview of series,Không tạo được bản xem trước của chuỗi,
Failed to get method for command {0} with {1},Không thể lấy phương thức cho lệnh {0} với {1},
Failed to get method {0} with {1},Không thể lấy phương thức {0} với {1},
Failed to get site info,Không lấy được thông tin trang web,
"Failed to import virtual doctype {}, is controller file present?","Không thể nhập doctype ảo {}, có tệp bộ điều khiển không?",
Failed to login to Frappe Cloud. Please try again,Không thể đăng nhập vào Frappe Cloud. Vui lòng thử lại,
Failed to optimize image: {0},Không thể tối ưu hóa hình ảnh: {0},
Failed to request login to Frappe Cloud,Không thể yêu cầu đăng nhập vào Frappe Cloud,
Failed to send email with subject:,Gửi email với chủ đề không thành công:,
Failed to send notification email,Gửi email thông báo không thành công,
Failed to update global settings,Cập nhật cài đặt chung không thành công,
Failed while calling API {0},Lỗi khi gọi API {0},
Failing Scheduled Jobs (last 7 days),Các công việc theo lịch trình bị lỗi (7 ngày gần nhất),
Failure Rate,Tỷ lệ lỗi,
FavIcon,FavIcon,
Featured,Nổi bật,
Feedback Request,Yêu Cầu Phản Hồi,
Female,Nữ,
Fetch From,Lấy từ,
Fetch Images,Lấy Hình Ảnh,
Fetch attached images from document,Tìm nạp hình ảnh đính kèm từ tài liệu,
Fetch on Save if Empty,Tìm nạp khi Lưu nếu Trống,
Fetching default Global Search documents.,Đang tìm nạp các tài liệu Tìm kiếm Toàn cầu mặc định.,
"Field ""route"" is mandatory for Web Views","Trường ""route"" là bắt buộc đối với Web Views",
"Field ""title"" is mandatory if ""Website Search Field"" is set.","Trường ""tiêu đề"" là bắt buộc nếu ""Trường tìm kiếm trang web"" được đặt.",
"Field ""value"" is mandatory. Please specify value to be updated","Trường ""giá trị"" là bắt buộc. Vui lòng chỉ định giá trị cần cập nhật",
Field Description,Mô tả trường,
Field Missing,Thiếu thông tin,
Field Orientation (Left-Right),Hướng Của Trường (Trái sang phải),
Field Orientation (Top-Down),Hướng Của Trường (Từ trên xuống),
Field Template,Mẫu trường,
Field To Check,Trường cần kiểm tra,
Field Type,Loại Trường,
Field not permitted in query,Trường không được phép trong truy vấn,
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Trường đại diện cho Trạng thái quy trình làm việc của giao dịch (nếu trường không có, một Trường tùy chỉnh ẩn mới sẽ được tạo)",
Field to Track,Trường để theo dõi,
Field type cannot be changed for {0},Không thể thay đổi loại trường cho {0},
Field {0} does not exist on {1},Trường {0} không tồn tại trên {1},
Field {0} is referring to non-existing doctype {1}.,Trường {0} đang tham chiếu đến loại tài liệu không tồn tại {1}.,
Field {0} not found.,Không tìm thấy trường {0}.,
Fieldname '{0}' conflicting with a {1} of the name {2} in {3},Tên trường '{0}' xung đột với {1} có tên {2} trong {3},
Fieldname called {0} must exist to enable autonaming,Tên trường được gọi là {0} phải tồn tại để bật tính năng tự động đặt tên,
Fieldname is limited to 64 characters ({0}),Tên trường giới hạn ở 64 ký tự ({0}),
Fieldname not set for Custom Field,Tên trường chưa được đặt cho Trường Tùy chỉnh,
Fieldname which will be the DocType for this link field.,Tên trường sẽ là DocType cho trường liên kết này.,
Fieldname {0} appears multiple times,Tên trường {0} xuất hiện nhiều lần,
Fieldname {0} cannot have special characters like {1},Tên trường {0} không được chứa các ký tự đặc biệt như {1},
Fieldname {0} conflicting with meta object,Tên trường {0} xung đột với đối tượng meta,
Fieldname {0} is restricted,Tên trường {0} bị hạn chế,
Fields Multicheck,Trường Multicheck,
Fields `file_name` or `file_url` must be set for File,Các trường `file_name` hoặc `file_url` phải được đặt cho Tệp,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","Các trường được phân tách bằng dấu phẩy (,) sẽ được đưa vào danh sách ""Tìm kiếm theo"" của hộp thoại Tìm kiếm",
Fieldtype cannot be changed from {0} to {1},Không thể thay đổi loại trường từ {0} thành {1},
Fieldtype cannot be changed from {0} to {1} in row {2},Không thể thay đổi loại trường từ {0} thành {1} trong hàng {2},
File,Tệp,
"File ""{0}"" was skipped because of invalid file type","Tệp ""{0}"" đã bị bỏ qua vì loại tệp không hợp lệ",
File '{0}' not found,Không tìm thấy tệp '{0}',
File Backup,Sao lưu tập tin,
File Information,Thông Tin Tập Tin,
File Manager,Trình quản lý tập tin,
File Name,Tên tập tin,
File Size,Kích Thước Tập Tin,
File Storage,Lưu trữ Tệp,
File Type,Loại tập tin,
File URL,URL tập tin,
File backup is ready,Đã sẵn sàng sao lưu tập tin,
File name cannot have {0},Tên tập tin không được có {0},
File not attached,Tệp không được đính kèm,
File size exceeded the maximum allowed size of {0} MB,Kích thước tệp vượt quá kích thước tối đa cho phép là {0} MB,
File too big,Tệp quá lớn,
File type of {0} is not allowed,Loại tệp của {0} không được phép,
File {0} does not exist,Tệp {0} không tồn tại,
Files,Tệp,
Filter By,Lọc Theo,
Filter Data,Lọc Dữ Liệu,
Filter List,Danh Sách Bộ Lọc,
Filter Meta,Meta bộ lọc,
Filter Name,Tên bộ lọc,
Filter Values,Giá Trị Bộ Lọc,
Filter must be a tuple or list (in a list),Bộ lọc phải là một tuple hoặc danh sách (trong một danh sách),
"Filter must have 4 values (doctype, fieldname, operator, value): {0}","Bộ lọc phải có 4 giá trị (doctype, fieldname, operator, value): {0}",
Filter...,Lọc...,
Filtered By,Lọc Theo,
Filtered Records,Các Bản Ghi Đã Lọc,
"Filtered by ""{0}""","Đã lọc theo ""{0}""",
Filters Configuration,Cấu hình bộ lọc,
Filters Display,Hiển Thị Bộ Lọc,
Filters JSON,Bộ lọc JSON,
Filters Section,Phần bộ lọc,
Filters applied for {0},Các bộ lọc được áp dụng cho {0},
Filters saved,Bộ lọc đã lưu,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","Bộ lọc sẽ có thể truy cập thông qua <code>filters</code>. <br><br>Gửi đầu ra dưới dạng <code>result = [result]</code>, hoặc đối với kiểu cũ <code>data = [columns], [result]</code>",
Filters {0},Bộ lọc {0},
Filters:,Bộ lọc:,
Find '{0}' in ...,Tìm '{0}' trong...,
Find {0} in {1},Tìm {0} trong {1},
Finished,Hoàn thành,
Finished At,Hoàn thành lúc,
First Day of the Week,Ngày Đầu Tiên của Tuần,
First Success Message,Thông báo thành công đầu tiên,
First Transaction,Giao dịch đầu tiên,
First data column must be blank.,Cột dữ liệu đầu tiên phải để trống.,
First set the name and save the record.,"Đầu tiên, hãy đặt tên và lưu bản ghi.",
Fit,Vừa vặn,
Flag,Cờ hiệu,
Float,Số thực,
Float Precision,Độ chính xác số thực dấu phẩy động,
Fold,Gấp,
Fold can not be at the end of the form,Không thể gấp ở cuối biểu mẫu,
Fold must come before a Section Break,Gấp phải đặt trước Ngắt Đoạn,
Folder,Thư mục,
Folder Name,Tên thư mục,
Folder name should not include '/' (slash),Tên thư mục không được chứa '/' (dấu gạch chéo),
Folder {0} is not empty,Thư mục {0} không trống,
Folio,Folio,
Follow,Theo dõi,
Followed by,Được theo sau bởi,
Following Report Filters have missing values:,Các bộ lọc Báo cáo sau đây bị thiếu giá trị:,
Following fields are missing:,Các trường sau đây bị thiếu:,
Following fields have invalid values:,Các trường sau có giá trị không hợp lệ:,
Following fields have missing values,Các trường sau đây bị thiếu giá trị,
Following fields have missing values:,Các trường sau bị thiếu giá trị:,
Following links are broken in the email content: {0},Các liên kết sau bị hỏng trong nội dung email: {0},
Font,Phông chữ,
Font Properties,Thuộc tính Phông chữ,
Font Size,Cỡ Chữ,
Fonts,Phông chữ,
Footer,Chân trang,
"Footer ""Powered By""","Chân trang ""Được cung cấp bởi""",
Footer Based On,Chân trang Dựa Trên,
Footer Content,Nội dung chân trang,
Footer Details,Chi tiết chân trang,
Footer HTML,HTML chân trang,
Footer HTML set from attachment {0},HTML chân trang được thiết lập từ tệp đính kèm {0},
Footer Image,Hình ảnh chân trang,
Footer Items,Mục Chân trang,
Footer Logo,Logo Chân trang,
Footer Script,Script Chân trang,
Footer Template,Mẫu chân trang,
Footer Template Values,Giá trị mẫu chân trang,
Footer might not be visible as {0} option is disabled</div>,Chân trang có thể không hiển thị vì tùy chọn {0} bị tắt,
Footer will display correctly only in PDF,Chân trang sẽ hiển thị chính xác chỉ trong PDF,
For DocType Link / DocType Action,Cho Liên kết DocType / Hành động DocType,
For Document Event,Cho Sự Kiện Tài Liệu,
For Document Type,Cho Loại Tài Liệu,
For Example: {} Open,Ví dụ: {} Mở,
"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","Đối với Liên kết, nhập Loại tài liệu dưới dạng phạm vi. Đối với Chọn, nhập danh sách các Tùy chọn, mỗi tùy chọn trên một dòng mới.",
For User,Cho Người Dùng,
For Value,Cho Giá trị,
"For comparison, use >5, <10 or =324. For ranges, use 5:10 (for values between 5 & 10).","Để so sánh, sử dụng >5, <10 hoặc =324. Đối với phạm vi, sử dụng 5:10 (cho các giá trị từ 5 đến 10).",
For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,"Ví dụ: nếu bạn hủy và sửa đổi INV004, nó sẽ trở thành một tài liệu mới INV004-1. Điều này giúp bạn theo dõi từng sửa đổi.",
For example:,Ví dụ:,
"For example: If you want to include the document ID, use {0}","Ví dụ: Nếu bạn muốn bao gồm ID tài liệu, hãy sử dụng {0}",
For example: {} Open,Ví dụ: {} Mở,
